"Statistic Label","Quarter","State","UNIT","VALUE"
"GDP at Current Market Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","20931"
"GDP at Current Market Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","20879"
"GDP at Current Market Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","21792"
"GDP at Current Market Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","22215"
"GDP at Current Market Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","23904"
"GDP at Current Market Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","24854"
"GDP at Current Market Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","25650"
"GDP at Current Market Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","26510"
"GDP at Current Market Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","27540"
"GDP at Current Market Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","28416"
"GDP at Current Market Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","30128"
"GDP at Current Market Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","30142"
"GDP at Current Market Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","30828"
"GDP at Current Market Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","30819"
"GDP at Current Market Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","32838"
"GDP at Current Market Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","33269"
"GDP at Current Market Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","34743"
"GDP at Current Market Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","35007"
"GDP at Current Market Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","35156"
"GDP at Current Market Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","35671"
"GDP at Current Market Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","36390"
"GDP at Current Market Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","38322"
"GDP at Current Market Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","37964"
"GDP at Current Market Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","38940"
"GDP at Current Market Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","38994"
"GDP at Current Market Prices (Seasonally Adjusted)","2004Q4","State","Euro Million","40255"
"GDP at Current Market Prices (Seasonally Adjusted)","2005Q1","State","Euro Million","41504"
"GDP at Current Market Prices (Seasonally Adjusted)","2005Q2","State","Euro Million","42299"
"GDP at Current Market Prices (Seasonally Adjusted)","2005Q3","State","Euro Million","42712"
"GDP at Current Market Prices (Seasonally Adjusted)","2005Q4","State","Euro Million","43831"
"GDP at Current Market Prices (Seasonally Adjusted)","2006Q1","State","Euro Million","45380"
"GDP at Current Market Prices (Seasonally Adjusted)","2006Q2","State","Euro Million","45753"
"GDP at Current Market Prices (Seasonally Adjusted)","2006Q3","State","Euro Million","46528"
"GDP at Current Market Prices (Seasonally Adjusted)","2006Q4","State","Euro Million","46929"
"GDP at Current Market Prices (Seasonally Adjusted)","2007Q1","State","Euro Million","49806"
"GDP at Current Market Prices (Seasonally Adjusted)","2007Q2","State","Euro Million","49480"
"GDP at Current Market Prices (Seasonally Adjusted)","2007Q3","State","Euro Million","48353"
"GDP at Current Market Prices (Seasonally Adjusted)","2007Q4","State","Euro Million","49184"
"GDP at Current Market Prices (Seasonally Adjusted)","2008Q1","State","Euro Million","48067"
"GDP at Current Market Prices (Seasonally Adjusted)","2008Q2","State","Euro Million","47193"
"GDP at Current Market Prices (Seasonally Adjusted)","2008Q3","State","Euro Million","47024"
"GDP at Current Market Prices (Seasonally Adjusted)","2008Q4","State","Euro Million","44909"
"GDP at Current Market Prices (Seasonally Adjusted)","2009Q1","State","Euro Million","43153"
"GDP at Current Market Prices (Seasonally Adjusted)","2009Q2","State","Euro Million","43031"
"GDP at Current Market Prices (Seasonally Adjusted)","2009Q3","State","Euro Million","42171"
"GDP at Current Market Prices (Seasonally Adjusted)","2009Q4","State","Euro Million","41353"
"GDP at Current Market Prices (Seasonally Adjusted)","2010Q1","State","Euro Million","41609"
"GDP at Current Market Prices (Seasonally Adjusted)","2010Q2","State","Euro Million","41652"
"GDP at Current Market Prices (Seasonally Adjusted)","2010Q3","State","Euro Million","41965"
"GDP at Current Market Prices (Seasonally Adjusted)","2010Q4","State","Euro Million","42063"
"GDP at Current Market Prices (Seasonally Adjusted)","2011Q1","State","Euro Million","42764"
"GDP at Current Market Prices (Seasonally Adjusted)","2011Q2","State","Euro Million","43350"
"GDP at Current Market Prices (Seasonally Adjusted)","2011Q3","State","Euro Million","42992"
"GDP at Current Market Prices (Seasonally Adjusted)","2011Q4","State","Euro Million","42614"
"GDP at Current Market Prices (Seasonally Adjusted)","2012Q1","State","Euro Million","43650"
"GDP at Current Market Prices (Seasonally Adjusted)","2012Q2","State","Euro Million","44339"
"GDP at Current Market Prices (Seasonally Adjusted)","2012Q3","State","Euro Million","43721"
"GDP at Current Market Prices (Seasonally Adjusted)","2012Q4","State","Euro Million","42906"
"GDP at Current Market Prices (Seasonally Adjusted)","2013Q1","State","Euro Million","43436"
"GDP at Current Market Prices (Seasonally Adjusted)","2013Q2","State","Euro Million","44669"
"GDP at Current Market Prices (Seasonally Adjusted)","2013Q3","State","Euro Million","45654"
"GDP at Current Market Prices (Seasonally Adjusted)","2013Q4","State","Euro Million","45043"
"GDP at Current Market Prices (Seasonally Adjusted)","2014Q1","State","Euro Million","47210"
"GDP at Current Market Prices (Seasonally Adjusted)","2014Q2","State","Euro Million","49022"
"GDP at Current Market Prices (Seasonally Adjusted)","2014Q3","State","Euro Million","49165"
"GDP at Current Market Prices (Seasonally Adjusted)","2014Q4","State","Euro Million","49741"
"GDP at Current Market Prices (Seasonally Adjusted)","2015Q1","State","Euro Million","64105"
"GDP at Current Market Prices (Seasonally Adjusted)","2015Q2","State","Euro Million","64272"
"GDP at Current Market Prices (Seasonally Adjusted)","2015Q3","State","Euro Million","66410"
"GDP at Current Market Prices (Seasonally Adjusted)","2015Q4","State","Euro Million","68808"
"GDP at Current Market Prices (Seasonally Adjusted)","2016Q1","State","Euro Million","65106"
"GDP at Current Market Prices (Seasonally Adjusted)","2016Q2","State","Euro Million","64774"
"GDP at Current Market Prices (Seasonally Adjusted)","2016Q3","State","Euro Million","66680"
"GDP at Current Market Prices (Seasonally Adjusted)","2016Q4","State","Euro Million","72260"
"GDP at Current Market Prices (Seasonally Adjusted)","2017Q1","State","Euro Million","71138"
"GDP at Current Market Prices (Seasonally Adjusted)","2017Q2","State","Euro Million","72446"
"GDP at Current Market Prices (Seasonally Adjusted)","2017Q3","State","Euro Million","75098"
"GDP at Current Market Prices (Seasonally Adjusted)","2017Q4","State","Euro Million","78936"
"GDP at Current Market Prices (Seasonally Adjusted)","2018Q1","State","Euro Million","80545"
"GDP at Current Market Prices (Seasonally Adjusted)","2018Q2","State","Euro Million","81507"
"GDP at Current Market Prices (Seasonally Adjusted)","2018Q3","State","Euro Million","82100"
"GDP at Current Market Prices (Seasonally Adjusted)","2018Q4","State","Euro Million","82933"
"GDP at Current Market Prices (Seasonally Adjusted)","2019Q1","State","Euro Million","85636"
"GDP at Current Market Prices (Seasonally Adjusted)","2019Q2","State","Euro Million","88154"
"GDP at Current Market Prices (Seasonally Adjusted)","2019Q3","State","Euro Million","89432"
"GDP at Current Market Prices (Seasonally Adjusted)","2019Q4","State","Euro Million","92666"
"GDP at Current Market Prices (Seasonally Adjusted)","2020Q1","State","Euro Million","93798"
"GDP at Current Market Prices (Seasonally Adjusted)","2020Q2","State","Euro Million","88339"
"GDP at Current Market Prices (Seasonally Adjusted)","2020Q3","State","Euro Million","97936"
"GDP at Current Market Prices (Seasonally Adjusted)","2020Q4","State","Euro Million","95311"
"GDP at Current Market Prices (Seasonally Adjusted)","2021Q1","State","Euro Million","103302"
"GDP at Current Market Prices (Seasonally Adjusted)","2021Q2","State","Euro Million","106997"
"GDP at Current Market Prices (Seasonally Adjusted)","2021Q3","State","Euro Million","111821"
"GDP at Current Market Prices (Seasonally Adjusted)","2021Q4","State","Euro Million","111243"
"GDP at Current Market Prices (Seasonally Adjusted)","2022Q1","State","Euro Million","120203"
"GDP at Current Market Prices (Seasonally Adjusted)","2022Q2","State","Euro Million","126443"
"GDP at Current Market Prices (Seasonally Adjusted)","2022Q3","State","Euro Million","130358"
"GDP at Current Market Prices (Seasonally Adjusted)","2022Q4","State","Euro Million","128953"
"GDP at Current Market Prices (Seasonally Adjusted)","2023Q1","State","Euro Million","127123"
"GDP at Current Market Prices (Seasonally Adjusted)","2023Q2","State","Euro Million","129572"
"GDP at Current Market Prices (Seasonally Adjusted)","2023Q3","State","Euro Million","124594"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1995Q1","State","Euro Million","-1483"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1995Q2","State","Euro Million","-1388"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1995Q3","State","Euro Million","-1409"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1995Q4","State","Euro Million","-1654"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1996Q1","State","Euro Million","-1663"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1996Q2","State","Euro Million","-1543"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1996Q3","State","Euro Million","-1512"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1996Q4","State","Euro Million","-1795"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1997Q1","State","Euro Million","-2142"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1997Q2","State","Euro Million","-2203"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1997Q3","State","Euro Million","-1627"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1997Q4","State","Euro Million","-2033"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1998Q1","State","Euro Million","-2103"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1998Q2","State","Euro Million","-2485"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1998Q3","State","Euro Million","-2595"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1998Q4","State","Euro Million","-2340"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1999Q1","State","Euro Million","-2678"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1999Q2","State","Euro Million","-3041"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1999Q3","State","Euro Million","-3756"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","1999Q4","State","Euro Million","-3793"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2000Q1","State","Euro Million","-3508"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2000Q2","State","Euro Million","-3104"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2000Q3","State","Euro Million","-4154"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2000Q4","State","Euro Million","-4573"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2001Q1","State","Euro Million","-4143"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2001Q2","State","Euro Million","-4859"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2001Q3","State","Euro Million","-5066"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2001Q4","State","Euro Million","-5102"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2002Q1","State","Euro Million","-5877"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2002Q2","State","Euro Million","-6101"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2002Q3","State","Euro Million","-5701"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2002Q4","State","Euro Million","-6106"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2003Q1","State","Euro Million","-5725"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2003Q2","State","Euro Million","-5285"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2003Q3","State","Euro Million","-5248"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2003Q4","State","Euro Million","-5579"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2004Q1","State","Euro Million","-5619"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2004Q2","State","Euro Million","-5614"
"Net Factor Income from Rest of World at Current Prices (Seasonally Adjusted)","2004Q3","State","Euro Million","-5830"
